"",".rownames","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X40","X41","X42","X43","X44","X45","X46","X47","X48","X49","X50","X51","X52","X53","X54","X55","X56","X57","X58","X59","X60","X61","X62","X63","X64","X65","X66","X67","X68","X69","X70","X71","X72","X73","X74","X75","X76","X77","X78","X79","X80","X81","X82","X83","X84","X85","X86","X87","X88","X89","X90","X91","X92","X93","X94","X95","X96","X97","X98","X99","X100","X101","X102","X103","X104","X105","X106","X107","X108","X109","X110","X111","X112","X113","X114","X115","X116","X117","X118","X119","X120","X121","X122","X123","X124"
"37","allergy",2,1,1,0,2,1,1,0,1,2,1,1,0,1,1,2,1,1,1,1,1,2,1,1,2,1,1,2,2,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,4,1,1,0,0,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,6,0,2,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1
"39","alopecia",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"48","and",100,34,95,137,35,42,22,0,8,106,30,17,35,53,23,36,53,168,195,34,50,30,94,129,29,58,47,48,240,84,15,0,38,35,42,39,120,25,411,131,80,58,102,157,51,244,115,226,246,76,110,87,77,104,87,89,82,165,98,313,177,65,179,287,124,68,378,183,123,147,27,182,81,585,200,60,261,48,191,107,21,215,42,138,190,118,160,95,42,149,54,41,429,80,111,32,61,70,33,66,80,111,54,34,38,215,43,45,83,38,0,0,0,0,81,33,103,120,410,104,67,65,84,138
"50","androgen",17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"52","anomaly",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"53","anorexia",1,1,0,1,0,0,1,0,0,1,0,0,0,2,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,3,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,3,1,1,0,1,1,1,1,1,1,0,2,2,1,1,0,2,1,0,1,1,1,1,0,0,2,3,1,1,1,0,2,1,1,2,0,2,1,1,0,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,0,1,1,2,1,1,1,1,0,0,0,0,1,1,1,0,1,1,1,1,1,1
"54","anosmia",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"57","antibody",1,1,0,1,0,0,1,0,1,0,0,0,1,2,1,0,0,0,1,1,0,1,1,1,0,0,0,1,0,0,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"60","anxiety",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
"61","aorta",3,0,0,0,1,1,1,0,0,1,3,0,2,0,0,0,0,0,1,0,0,0,0,2,1,0,1,5,2,2,0,0,3,0,0,0,0,1,1,0,0,1,0,1,2,1,1,1,0,1,0,0,4,0,0,4,0,0,5,5,0,2,1,5,3,1,2,2,0,1,1,0,1,1,0,0,0,0,13,1,0,6,0,0,1,0,2,0,2,0,0,1,1,0,0,0,5,0,1,0,0,2,0,0,1,0,2,0,2,0,0,0,0,0,0,0,2,3,0,0,0,0,0,2
"62","aortic",1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,1,0,2,4,1,89,0,0,0,1,0,1,1,0,1,1,0,0,1,7,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,9,0,0,0,8,0,0,2,0,31,0,0,0,10,3,0,0,0,42,0,0,0,1,2,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"63","appearance",1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,1,0,0,0,0,1,1,0,4,2,0,2,0,0,0,0,0,1,0,0,0,1,0,1,2,0,0,1,0,2,1,0,1,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"74","ascites",2,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,17,6,0,0,0,0,0,0,0,0,0,0,2,0,0,5,0,0,0,2,0,0,0,2,0,0,1,2,0,0,13,13,0,0,0,2,0,0,3,0,0,3,2,0,0,0,17,6,0,14,0,0,11,0,0,2,38,0,0,0,0,0,0,0,2,13,2,0,0,0,0,0,1,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,3,0,0,0,0,8,5,0
"77","atelectasis",2,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,1,0,3,0,0,0,0,0,1,0,2,0,3,1,0,3,2,0,0,0,0,1,2,3,0,2,0,7,0,0,0,0,5,1,0,2,0,0,0,0,0,0,0,9,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,0
"79","atrophy",1,0,0,0,2,1,3,0,0,3,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,8,0,0,0,0,0,18,1,0,0,0,3,0,0,1,0,0,0,0,0,2,0,0,1,0,0,0,8,3,0,0,0,0,0,0,0,2,6,0,0,1,1,4,0,0,5,0,5,0,0,2,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,10,0,3,0,0,0,0,0,0,0,0,0,0,5,0,2,0,0,3
"83","bacteria",2,0,0,2,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,2,0,1,0,0,2,0,0,0,0,0,0,1,0,3,4,2,0,0,0,1,0,0,18,0,0,0,0,1,4,0,2,0,2,0,2,3,1,9,1,3,0,0,0,1,2,0,1,0,31,4,0,2,2,1,2,0,2,0,3,5,2,2,1,0,1,1,1,3,0,1,0,0,1,0,2,1,1,1,0,0,3,1,0,1,1,0,0,0,0,1,2,1,2,3,4,1,2,0,5
"85","band",1,1,2,6,1,1,1,0,1,0,1,1,1,3,1,1,1,1,1,1,1,2,1,2,3,1,2,1,2,2,1,0,1,1,1,1,1,1,1,0,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,3,0,3,0,0,0,0,0,0,0,4,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"102","bilateral",6,8,2,16,1,8,1,0,5,8,3,2,1,1,3,5,5,8,12,7,16,6,6,15,5,20,10,12,12,7,2,0,20,2,6,0,12,0,10,7,15,12,23,9,4,17,3,14,6,21,3,5,10,2,14,19,7,9,22,90,7,15,34,41,55,32,49,2,6,0,2,99,22,29,10,0,14,2,40,1,0,47,3,46,11,23,23,7,5,15,4,3,17,10,20,4,20,4,16,10,7,2,1,0,7,4,10,4,6,4,0,0,0,0,12,10,6,21,13,12,1,6,4,9
"109","bladder",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,2,0,0,0,20,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,2,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0
"112","blood",11,1,1,16,2,1,1,0,1,4,3,0,10,5,2,0,4,2,6,1,0,4,3,8,5,4,3,17,4,1,1,0,7,2,4,1,2,1,126,10,5,8,7,4,5,2,2,31,4,1,3,5,1,2,1,6,5,7,12,19,6,5,26,15,5,2,8,5,17,13,3,4,5,42,6,1,4,8,16,4,2,32,3,5,10,1,19,5,1,1,3,4,27,4,9,2,2,3,2,2,3,3,3,2,1,18,3,1,11,0,0,0,0,0,3,4,6,7,31,7,1,8,8,18
"115","body",7,0,1,4,0,0,0,0,0,2,0,0,0,6,0,1,1,1,0,2,3,2,1,5,1,0,0,0,3,14,0,0,1,1,0,0,2,0,25,0,4,0,1,0,0,0,1,6,2,0,0,7,1,0,3,0,1,2,0,3,4,0,7,2,4,0,1,0,0,1,0,1,8,4,8,0,2,2,0,1,1,7,0,3,1,0,8,0,1,1,1,0,2,1,0,1,0,0,2,0,2,1,0,0,2,2,1,1,0,1,0,0,0,0,3,1,0,0,3,0,0,0,4,1
"116","bone",1,3,1,9,0,0,1,0,14,1,0,1,0,0,0,1,4,1,1,2,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,2,1,2,1,0,20,3,0,19,0,1,1,37,1,1,0,4,1,1,1,1,0,1,2,3,9,1,16,3,34,1,3,0,1,1,0,1,2,29,4,1,4,0,2,1,0,3,0,2,2,1,1,1,1,7,0,1,1,4,1,1,1,0,0,1,34,42,1,1,2,1,0,1,1,1,0,0,0,0,1,0,3,0,1,1,1,0,0,1
"117","bones",1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"119","borderline",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
"121","bowel",2,2,3,7,2,2,2,0,1,13,2,2,2,2,2,2,3,5,11,1,4,3,2,9,2,3,3,2,2,2,2,0,5,2,3,2,2,2,5,2,5,1,2,6,2,1,1,7,4,1,5,1,4,1,1,5,2,2,3,3,19,1,7,9,5,1,13,3,1,5,2,2,4,5,1,1,2,2,5,2,2,11,1,4,1,1,1,1,4,3,1,2,2,1,1,2,2,1,2,4,4,0,0,2,1,7,2,1,5,1,0,0,0,0,1,1,2,7,5,1,3,3,1,3
"123","brain",2,4,18,7,3,1,5,0,0,0,1,0,3,0,3,0,0,3,2,7,6,1,19,4,6,1,0,0,1,0,2,0,0,0,1,3,28,8,0,49,1,2,24,0,0,49,27,88,0,21,2,2,4,14,1,0,12,0,0,169,25,11,17,35,14,16,0,0,0,0,0,0,2,58,0,4,73,4,9,4,0,0,0,18,9,63,0,4,12,46,4,8,2,2,37,1,5,0,1,1,3,6,11,2,12,26,2,6,1,2,0,0,0,0,8,32,1,0,27,21,0,0,28,9
"125","brief",1,1,2,3,1,1,1,0,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,2,1,1,1,1,1,0,1,0,4,0,2,0,10,3,1,2,6,1,4,1,1,3,5,0,6,2,6,6,6,2,5,6,4,0,3,1,5,3,12,3,2,4,3,2,2,0,6,1,6,4,3,9,1,2,2,2,1,14,1,3,4,1,4,0,1,2,3,2,0,2,15,1,4,2,1,0,0,0,0,2,0,2,4,20,1,1,0,2,4
"133","calcification",1,0,0,0,2,1,2,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,5,3,1,0,0,0,2,0,1,0,0,0,1,0,0,1,0,2,2,0,1,3,0,1,0,0,2,0,0,4,3,0,0,3,0,1,1,2,4,3,3,0,0,0,0,0,1,1,0,0,0,1,19,1,0,5,0,2,1,0,1,0,0,0,0,0,2,0,0,0,4,0,1,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3,2,7,0,0,0,0,1
"137","cancer",7,8,0,0,0,0,0,0,7,0,1,12,0,3,0,0,0,7,0,0,0,0,5,2,0,0,0,0,0,31,0,0,0,0,0,0,9,0,0,0,6,4,0,0,0,35,0,31,1,0,0,6,0,14,1,0,0,1,1,6,0,0,64,0,14,0,0,0,0,5,0,5,12,45,2,0,25,1,0,0,0,1,0,2,4,2,0,6,0,26,0,0,33,12,0,0,0,0,0,0,7,11,0,0,2,2,0,9,1,4,0,0,0,0,0,7,0,12,0,0,0,3,0,0
"139","cardiovascular",1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,2,0,1,1,1,1,2,1,2,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,2,1,1,1,0,0,0,17,0,0,1,1,1,0,0,0,0,0,0,1,0,0,2,0,1,1,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0
"144","cataracts",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"153","central",1,0,1,1,1,0,1,0,0,0,0,0,6,1,1,0,0,0,1,0,0,7,0,0,0,0,0,2,0,0,0,0,3,0,0,2,0,2,0,5,2,0,0,0,4,1,10,4,0,0,1,6,1,0,0,0,0,3,0,5,4,2,0,2,4,0,1,0,0,3,1,0,0,12,1,2,22,0,0,0,0,2,0,4,4,0,0,0,2,0,0,1,1,1,2,2,5,0,2,0,0,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,3,8
"156","changes",1,0,0,0,2,3,0,0,0,0,3,0,4,0,3,1,3,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,2,0,0,5,2,1,0,0,0,0,0,3,1,2,0,3,1,0,0,0,0,2,0,1,0,3,0,0,0,0,0,2,0,2,11,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,1,0,1,0,1,0,0,4,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,2
"162","chronic",12,0,0,0,6,0,0,0,0,6,8,0,0,0,4,5,7,5,24,0,3,1,17,5,5,2,14,0,0,0,3,0,0,8,0,0,0,0,38,3,2,1,0,12,0,18,0,2,0,0,0,1,1,1,4,0,17,18,0,1,25,3,0,24,0,0,0,1,2,2,3,26,0,0,4,0,0,1,13,1,0,7,0,7,0,10,10,0,7,1,4,0,57,0,0,1,0,0,0,0,1,0,4,0,0,0,0,3,2,1,0,0,0,0,0,0,12,8,2,1,0,6,0,12
"173","clinical",3,0,2,1,0,1,0,0,7,3,2,0,0,2,1,0,3,0,1,0,1,1,0,2,2,0,0,1,1,2,0,0,0,0,0,0,6,1,2,1,1,1,0,3,2,0,0,4,2,0,5,1,2,6,0,7,0,0,2,27,4,2,5,2,0,2,8,0,1,0,1,2,2,6,1,0,0,4,2,4,0,2,2,2,1,1,9,0,0,12,0,3,16,2,0,0,0,0,1,4,0,2,4,2,2,1,1,0,0,0,0,0,0,0,0,0,0,1,9,1,1,0,0,2
"174","clinically",4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"176","cluster",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,2,5,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,3,1,0,0,0,0,0,0,0,1,0,4,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"177","coarse",1,0,1,1,0,0,1,0,0,1,0,0,0,3,0,0,1,0,2,0,1,2,0,5,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,1,3,3,0,0,0,1,0,0,3,0,0,4,2,2,0,1,0,1,0,0,1,0,3,0,1,2,0,1,0,0,0,1,0,0,0,0,3,2,0,0,0,2,0,0,2,0,3,0,0,1,1,0,0,1,0,0,0,0,2,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,1,2,5,2,3,1,2,1
"178","color",2,0,1,2,2,0,0,0,0,0,0,0,0,0,1,1,1,2,1,0,0,2,1,6,2,0,1,0,0,2,0,0,1,0,0,1,1,0,48,0,3,3,1,1,3,0,1,2,7,0,0,0,2,0,0,4,0,0,0,3,5,1,5,1,1,0,0,0,0,0,1,1,2,6,1,0,2,1,1,1,0,0,0,1,2,0,12,1,0,1,1,1,6,1,1,0,0,1,0,2,1,0,1,0,1,1,1,0,1,0,0,0,0,0,1,1,1,4,4,2,1,1,0,6
"183","complete",1,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,3,3,0,2,0,1,2,0,1,0,2,7,1,0,0,0,0,1,0,8,0,0,0,0,0,2,1,0,5,4,0,0,0,1,0,1,4,5,1,1,1,0,8,23,1,0,3,1,0,0,1,0,0,0,0,1,3,3,0,2,0,1,0,0,3,0,26,0,0,0,0,0,1,0,1,38,0,3,0,1,0,3,0,0,0,0,0,0,2,0,0,3,1,0,0,0,0,0,0,1,0,7,2,1,0,0,2
"187","conjunctiva",1,1,2,1,2,1,0,0,1,5,1,1,1,0,1,1,1,1,0,1,3,1,2,1,2,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,5,1,1,1,2,0,1,3,0,4,0,1,1,1,1,1,2,2,0,0,0,1,0,1,2,1,1,1,0,1,3,0,0,1,0,3,1,1,1,0,2,0,0,1,2,3,1,0,1,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0,1,4,0,0,0,0,0,1,1,1,2,0,0,0,0,1,2
